InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month,Year,DayOfWeek
536372,21755,LOVE BUILDING BLOCK WORD,3,2011-09-11 15:09:00,5.7,13901,United Kingdom,17.1,2011-09,2011,Sunday
536372,22356,CHARLOTTE BAG SUKI DESIGN,3,2011-09-11 15:09:00,1.8,13901,United Kingdom,5.4,2011-09,2011,Sunday
536372,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-09-11 15:09:00,3.71,13901,United Kingdom,3.71,2011-09,2011,Sunday
536372,85099B,JUMBO BAG RED RETROSPOT,1,2011-09-11 15:09:00,1.87,13901,United Kingdom,1.87,2011-09,2011,Sunday
536372,22310,IVORY KNITTED MUG COSY,24,2011-09-11 15:09:00,1.67,13901,United Kingdom,40.08,2011-09,2011,Sunday
536372,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-09-11 15:09:00,2.91,13901,United Kingdom,8.73,2011-09,2011,Sunday
536372,47566B,TEA TIME PARTY BUNTING,4,2011-09-11 15:09:00,4.76,13901,United Kingdom,19.04,2011-09,2011,Sunday
536372,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-09-11 15:09:00,3.03,13901,United Kingdom,72.72,2011-09,2011,Sunday
536372,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-09-11 15:09:00,2.21,13901,United Kingdom,4.42,2011-09,2011,Sunday
536372,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2011-09-11 15:09:00,4.29,13901,United Kingdom,17.16,2011-09,2011,Sunday
536372,21754,HOME BUILDING BLOCK WORD,24,2011-09-11 15:09:00,6.06,13901,United Kingdom,145.44,2011-09,2011,Sunday
536373,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-07-23 17:36:00,2.15,13165,United Kingdom,2.15,2011-07,2011,Saturday
536374,22196,SMALL HEART MEASURING SPOONS,3,2011-04-05 13:18:00,0.9,13638,United Kingdom,2.7,2011-04,2011,Tuesday
536374,22195,LARGE HEART MEASURING SPOONS,6,2011-04-05 13:18:00,1.19,13638,United Kingdom,7.14,2011-04,2011,Tuesday
536375,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-01-23 10:16:00,2.87,13291,France,2.87,2011-01,2011,Sunday
536375,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-01-23 10:16:00,2.22,13291,France,2.22,2011-01,2011,Sunday
536375,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-01-23 10:16:00,4.36,13291,France,4.36,2011-01,2011,Sunday
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-01-23 10:16:00,3.27,13291,France,6.54,2011-01,2011,Sunday
536375,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-01-23 10:16:00,4.74,13291,France,9.48,2011-01,2011,Sunday
536375,22632,HAND WARMER RED POLKA DOT,1,2011-01-23 10:16:00,1.93,13291,France,1.93,2011-01,2011,Sunday
536375,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-01-23 10:16:00,2.01,13291,France,4.02,2011-01,2011,Sunday
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-01-23 10:16:00,2.47,13291,France,59.28,2011-01,2011,Sunday
536375,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-01-23 10:16:00,1.74,13291,France,10.44,2011-01,2011,Sunday
536375,21212,PACK OF 72 SKULL CAKE CASES,2,2011-01-23 10:16:00,3.05,13291,France,6.1,2011-01,2011,Sunday
536375,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-01-23 10:16:00,2.74,13291,France,32.88,2011-01,2011,Sunday
536376,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-21 13:13:00,4.26,17933,United Kingdom,12.78,2010-12,2010,Tuesday
536376,22616,SET OF 6 WOODLAND PAPER CUPS,4,2010-12-21 13:13:00,3.69,17933,United Kingdom,14.76,2010-12,2010,Tuesday
536376,22310,IVORY KNITTED MUG COSY,48,2010-12-21 13:13:00,1.78,17933,United Kingdom,85.44,2010-12,2010,Tuesday
536376,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-21 13:13:00,2.11,17933,United Kingdom,2.11,2010-12,2010,Tuesday
536376,21777,RECIPE BOX WITH METAL HEART,2,2010-12-21 13:13:00,8.49,17933,United Kingdom,16.98,2010-12,2010,Tuesday
536376,22310,IVORY KNITTED MUG COSY,6,2010-12-21 13:13:00,1.63,17933,United Kingdom,9.78,2010-12,2010,Tuesday
536376,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-21 13:13:00,4.28,17933,United Kingdom,4.28,2010-12,2010,Tuesday
536376,23203,JUMBO BAG BAROQUE BLACK WHITE,6,2010-12-21 13:13:00,1.92,17933,United Kingdom,11.52,2010-12,2010,Tuesday
536376,23200,JUMBO BAG VINTAGE RED PAISLEY,6,2010-12-21 13:13:00,1.95,17933,United Kingdom,11.7,2010-12,2010,Tuesday
536376,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-12-21 13:13:00,3.69,17933,United Kingdom,14.76,2010-12,2010,Tuesday
536376,22615,SET OF 6 WOODLAND PAPER PLATES,12,2010-12-21 13:13:00,3.37,17933,United Kingdom,40.44,2010-12,2010,Tuesday
536376,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2010-12-21 13:13:00,4.96,17933,United Kingdom,14.88,2010-12,2010,Tuesday
536376,22196,SMALL HEART MEASURING SPOONS,1,2010-12-21 13:13:00,0.85,17933,United Kingdom,0.85,2010-12,2010,Tuesday
536376,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,2010-12-21 13:13:00,4.15,17933,United Kingdom,99.6,2010-12,2010,Tuesday
536377,22356,CHARLOTTE BAG SUKI DESIGN,12,2011-10-02 14:22:00,1.6,14915,United Kingdom,19.2,2011-10,2011,Sunday
536377,22745,POPPY'S PLAYHOUSE BEDROOM,4,2011-10-02 14:22:00,2.08,14915,United Kingdom,8.32,2011-10,2011,Sunday
536379,21777,RECIPE BOX WITH METAL HEART,4,2011-09-02 11:23:00,8.3,15879,United Kingdom,33.2,2011-09,2011,Friday
536379,22633,HAND WARMER UNION JACK,2,2011-09-02 11:23:00,1.96,15879,United Kingdom,3.92,2011-09,2011,Friday
536379,21754,HOME BUILDING BLOCK WORD,2,2011-09-02 11:23:00,6.25,15879,United Kingdom,12.5,2011-09,2011,Friday
536379,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-09-02 11:23:00,10.28,15879,United Kingdom,10.28,2011-09,2011,Friday
536379,22112,CHOCOLATE HOT WATER BOTTLE,12,2011-09-02 11:23:00,7.1,15879,United Kingdom,85.2,2011-09,2011,Friday
536379,47566B,TEA TIME PARTY BUNTING,2,2011-09-02 11:23:00,5.13,15879,United Kingdom,10.26,2011-09,2011,Friday
536379,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-02 11:23:00,2.54,15879,United Kingdom,2.54,2011-09,2011,Friday
536379,21212,PACK OF 72 SKULL CAKE CASES,2,2011-09-02 11:23:00,3.07,15879,United Kingdom,6.14,2011-09,2011,Friday
536379,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-09-02 11:23:00,1.98,15879,United Kingdom,1.98,2011-09,2011,Friday
536379,23203,JUMBO BAG BAROQUE BLACK WHITE,24,2011-09-02 11:23:00,2.08,15879,United Kingdom,49.92,2011-09,2011,Friday
536379,47566,PARTY BUNTING,1,2011-09-02 11:23:00,5.19,15879,United Kingdom,5.19,2011-09,2011,Friday
536379,47566B,TEA TIME PARTY BUNTING,6,2011-09-02 11:23:00,4.95,15879,United Kingdom,29.7,2011-09,2011,Friday
536379,22310,IVORY KNITTED MUG COSY,1,2011-09-02 11:23:00,1.73,15879,United Kingdom,1.73,2011-09,2011,Friday
536379,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-09-02 11:23:00,2.04,15879,United Kingdom,2.04,2011-09,2011,Friday
536379,23203,JUMBO BAG BAROQUE BLACK WHITE,6,2011-09-02 11:23:00,2.03,15879,United Kingdom,12.18,2011-09,2011,Friday
536380,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,2011-10-19 17:12:00,2.12,18230,United Kingdom,2.12,2011-10,2011,Wednesday
536380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-10-19 17:12:00,2.76,18230,United Kingdom,33.12,2011-10,2011,Wednesday
536380,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-19 17:12:00,4.53,18230,United Kingdom,4.53,2011-10,2011,Wednesday
536380,22195,LARGE HEART MEASURING SPOONS,3,2011-10-19 17:12:00,1.27,18230,United Kingdom,3.81,2011-10,2011,Wednesday
536380,22633,HAND WARMER UNION JACK,6,2011-10-19 17:12:00,1.88,18230,United Kingdom,11.28,2011-10,2011,Wednesday
536380,22195,LARGE HEART MEASURING SPOONS,3,2011-10-19 17:12:00,1.37,18230,United Kingdom,4.11,2011-10,2011,Wednesday
536380,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-10-19 17:12:00,2.03,18230,United Kingdom,8.12,2011-10,2011,Wednesday
536380,22356,CHARLOTTE BAG SUKI DESIGN,12,2011-10-19 17:12:00,1.67,18230,United Kingdom,20.04,2011-10,2011,Wednesday
536380,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-10-19 17:12:00,2.11,18230,United Kingdom,8.44,2011-10,2011,Wednesday
536380,23203,JUMBO BAG BAROQUE BLACK WHITE,6,2011-10-19 17:12:00,1.98,18230,United Kingdom,11.88,2011-10,2011,Wednesday
536380,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2011-10-19 17:12:00,5.27,18230,United Kingdom,15.81,2011-10,2011,Wednesday
536380,22310,IVORY KNITTED MUG COSY,1,2011-10-19 17:12:00,1.64,18230,United Kingdom,1.64,2011-10,2011,Wednesday
536380,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-10-19 17:12:00,9.8,18230,United Kingdom,19.6,2011-10,2011,Wednesday
536380,22196,SMALL HEART MEASURING SPOONS,1,2011-10-19 17:12:00,0.82,18230,United Kingdom,0.82,2011-10,2011,Wednesday
536380,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-10-19 17:12:00,7.12,18230,United Kingdom,28.48,2011-10,2011,Wednesday
536381,22616,SET OF 6 WOODLAND PAPER CUPS,6,2011-05-19 16:29:00,3.4,15752,United Kingdom,20.4,2011-05,2011,Thursday
536381,71053,WHITE METAL LANTERN,6,2011-05-19 16:29:00,3.66,15752,United Kingdom,21.96,2011-05,2011,Thursday
536381,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-05-19 16:29:00,6.9,15752,United Kingdom,165.6,2011-05,2011,Thursday
536381,21754,HOME BUILDING BLOCK WORD,12,2011-05-19 16:29:00,6.32,15752,United Kingdom,75.84,2011-05,2011,Thursday
536381,22616,SET OF 6 WOODLAND PAPER CUPS,4,2011-05-19 16:29:00,3.47,15752,United Kingdom,13.88,2011-05,2011,Thursday
536381,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-19 16:29:00,13.83,15752,United Kingdom,27.66,2011-05,2011,Thursday
536381,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-05-19 16:29:00,5.03,15752,United Kingdom,5.03,2011-05,2011,Thursday
536382,47566B,TEA TIME PARTY BUNTING,12,2011-06-26 10:53:00,5.1,16174,EIRE,61.2,2011-06,2011,Sunday
536382,21212,PACK OF 72 SKULL CAKE CASES,1,2011-06-26 10:53:00,3.05,16174,EIRE,3.05,2011-06,2011,Sunday
536382,22617,SET OF 6 WOODLAND NAPKINS,2,2011-06-26 10:53:00,3.27,16174,EIRE,6.54,2011-06,2011,Sunday
536382,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-06-26 10:53:00,3.35,16174,EIRE,6.7,2011-06,2011,Sunday
536382,23200,JUMBO BAG VINTAGE RED PAISLEY,6,2011-06-26 10:53:00,1.95,16174,EIRE,11.7,2011-06,2011,Sunday
536382,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-06-26 10:53:00,6.69,16174,EIRE,160.56,2011-06,2011,Sunday
536382,22616,SET OF 6 WOODLAND PAPER CUPS,1,2011-06-26 10:53:00,3.33,16174,EIRE,3.33,2011-06,2011,Sunday
536382,71053,WHITE METAL LANTERN,1,2011-06-26 10:53:00,3.6,16174,EIRE,3.6,2011-06,2011,Sunday
536382,48187,DOORMAT FAIRY CAKE,1,2011-06-26 10:53:00,6.96,16174,EIRE,6.96,2011-06,2011,Sunday
536382,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-06-26 10:53:00,2.92,16174,EIRE,70.08,2011-06,2011,Sunday
536382,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-06-26 10:53:00,2.26,16174,EIRE,6.78,2011-06,2011,Sunday
536383,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-11-08 09:36:00,4.53,14131,United Kingdom,4.53,2011-11,2011,Tuesday
536383,22423,REGENCY CAKESTAND 3 TIER,4,2011-11-08 09:36:00,13.96,14131,United Kingdom,55.84,2011-11,2011,Tuesday
536383,47566,PARTY BUNTING,1,2011-11-08 09:36:00,5.42,14131,United Kingdom,5.42,2011-11,2011,Tuesday
536383,71053,WHITE METAL LANTERN,3,2011-11-08 09:36:00,3.69,14131,United Kingdom,11.07,2011-11,2011,Tuesday
536383,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-11-08 09:36:00,6.81,14131,United Kingdom,27.24,2011-11,2011,Tuesday
536383,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-11-08 09:36:00,3.52,14131,United Kingdom,21.12,2011-11,2011,Tuesday
536383,22310,IVORY KNITTED MUG COSY,6,2011-11-08 09:36:00,1.59,14131,United Kingdom,9.54,2011-11,2011,Tuesday
536383,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-08 09:36:00,13.65,14131,United Kingdom,81.9,2011-11,2011,Tuesday
536384,22356,CHARLOTTE BAG SUKI DESIGN,1,2011-05-27 16:27:00,1.73,17765,United Kingdom,1.73,2011-05,2011,Friday
536385,23200,JUMBO BAG VINTAGE RED PAISLEY,2,2011-01-24 14:23:00,2.06,17552,France,4.12,2011-01,2011,Monday
536385,22195,LARGE HEART MEASURING SPOONS,1,2011-01-24 14:23:00,1.37,17552,France,1.37,2011-01,2011,Monday
536385,22196,SMALL HEART MEASURING SPOONS,2,2011-01-24 14:23:00,0.91,17552,France,1.82,2011-01,2011,Monday
536385,21212,PACK OF 72 SKULL CAKE CASES,12,2011-01-24 14:23:00,2.92,17552,France,35.04,2011-01,2011,Monday
536385,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-01-24 14:23:00,7.59,17552,France,15.18,2011-01,2011,Monday
536385,23200,JUMBO BAG VINTAGE RED PAISLEY,4,2011-01-24 14:23:00,2.02,17552,France,8.08,2011-01,2011,Monday
536385,21777,RECIPE BOX WITH METAL HEART,12,2011-01-24 14:23:00,7.59,17552,France,91.08,2011-01,2011,Monday
536385,85099B,JUMBO BAG RED RETROSPOT,2,2011-01-24 14:23:00,2.0,17552,France,4.0,2011-01,2011,Monday
536386,22745,POPPY'S PLAYHOUSE BEDROOM,4,2011-10-02 12:35:00,2.02,12429,United Kingdom,8.08,2011-10,2011,Sunday
536386,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,2011-10-02 12:35:00,2.17,12429,United Kingdom,2.17,2011-10,2011,Sunday
536386,23203,JUMBO BAG BAROQUE BLACK WHITE,2,2011-10-02 12:35:00,2.04,12429,United Kingdom,4.08,2011-10,2011,Sunday
536386,71053,WHITE METAL LANTERN,1,2011-10-02 12:35:00,3.27,12429,United Kingdom,3.27,2011-10,2011,Sunday
536386,22310,IVORY KNITTED MUG COSY,3,2011-10-02 12:35:00,1.64,12429,United Kingdom,4.92,2011-10,2011,Sunday
536387,23200,JUMBO BAG VINTAGE RED PAISLEY,1,2011-05-26 14:47:00,1.93,16854,United Kingdom,1.93,2011-05,2011,Thursday
536387,22633,HAND WARMER UNION JACK,2,2011-05-26 14:47:00,1.96,16854,United Kingdom,3.92,2011-05,2011,Thursday
536387,22196,SMALL HEART MEASURING SPOONS,4,2011-05-26 14:47:00,0.93,16854,United Kingdom,3.72,2011-05,2011,Thursday
536387,22745,POPPY'S PLAYHOUSE BEDROOM,2,2011-05-26 14:47:00,2.06,16854,United Kingdom,4.12,2011-05,2011,Thursday
536387,21212,PACK OF 72 SKULL CAKE CASES,3,2011-05-26 14:47:00,3.23,16854,United Kingdom,9.69,2011-05,2011,Thursday
536387,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2011-05-26 14:47:00,10.92,16854,United Kingdom,65.52,2011-05,2011,Thursday
536387,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-05-26 14:47:00,9.79,16854,United Kingdom,9.79,2011-05,2011,Thursday
536387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-26 14:47:00,2.69,16854,United Kingdom,2.69,2011-05,2011,Thursday
536387,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-05-26 14:47:00,3.01,16854,United Kingdom,9.03,2011-05,2011,Thursday
536388,23203,JUMBO BAG BAROQUE BLACK WHITE,2,2011-10-23 15:06:00,1.99,12446,United Kingdom,3.98,2011-10,2011,Sunday
536388,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-10-23 15:06:00,3.35,12446,United Kingdom,40.2,2011-10,2011,Sunday
536388,22633,HAND WARMER UNION JACK,2,2011-10-23 15:06:00,1.99,12446,United Kingdom,3.98,2011-10,2011,Sunday
536389,21754,HOME BUILDING BLOCK WORD,1,2011-11-17 08:09:00,5.73,13568,United Kingdom,5.73,2011-11,2011,Thursday
536389,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-11-17 08:09:00,3.14,13568,United Kingdom,9.42,2011-11,2011,Thursday
536389,47566B,TEA TIME PARTY BUNTING,3,2011-11-17 08:09:00,4.87,13568,United Kingdom,14.61,2011-11,2011,Thursday
536389,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-11-17 08:09:00,2.12,13568,United Kingdom,2.12,2011-11,2011,Thursday
536389,21212,PACK OF 72 SKULL CAKE CASES,2,2011-11-17 08:09:00,3.24,13568,United Kingdom,6.48,2011-11,2011,Thursday
536389,47566B,TEA TIME PARTY BUNTING,24,2011-11-17 08:09:00,4.75,13568,United Kingdom,114.0,2011-11,2011,Thursday
